CollegeName,BranchName,Quota,CutoffRank
E002  S K S J T Institute of Engineering.  Bangalore,CS Computers,1G,20927
E129  St. Joseph Engineering College  Mangalore,CS Computers,2AG,20940
E031  Basaveshwara Engineering College,EC Electronics,2AR,20951
E118  RNS Institute of Technology  Bangalore,CE Civil,GM,20961
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,TC Telecommn.,2BG,20982
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EE Electrical,3BG,20983
E105  Nitte Meenakshi Institutute of Technology  Bangalore,ME Mechanical,3AG,20990
E097  C M R Institute of Technology  Bangalore,IE Info.Science,3BG,20991
E024  Malnad College of Engineering  Hassan,EE Electrical,3AR,20999
E011  M V J College of Engineering  Bangalore,CS Computers,GMR,21012
E008  Bangalore Institute of Technology  Bangalore,CE Civil,3AR,21034
E091  K S Institute of Technology  Bangalore,CS Computers,1G,21035
E232  Reva University  Bangalore,CS Computers,3AG,21086
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,EC Electronics,1G,21096
E099  New Horizon College of Engineering  Bangalore,EC Electronics,3BG,21104
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,GM,21112
E129  St. Joseph Engineering College  Mangalore,EC Electronics,3AG,21122
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,EE Electrical,2BG,21123
E023  P E S College of Engineering  Mandya,EE Electrical,3AG,21136
E105  Nitte Meenakshi Institutute of Technology  Bangalore,IE Info.Science,1G,21149
E099  New Horizon College of Engineering  Bangalore,CS Computers,GMK,21157
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CS Computers,2BG,21172
E062  Bapuji Institute of Engineering and Technology  Davangere,CS Computers,GMR,21178
E103  Global Academy of Technology  Bangalore,IE Info.Science,3AG,21182
E097  C M R Institute of Technology  Bangalore,CS Computers,GMK,21187
E241  KLE Technological University(Formerly BVBCET)  Hubli,RO Auto. And,GMK,21191
E059  P D A College of Engineering  Gulbarga,CS Computers,2BG,21217
E133  G S S S Institute of Engineering and Technology for Women,CS Computers,GMR,21221
E118  RNS Institute of Technology  Bangalore,CE Civil,1G,21252
E166  K L E Institute of Technology  Hubli,IE Info.Science,GM,21263
E037  K.L.S. Gogte Institute of Technology  Belgaum,CS Computers,3AR,21267
E060  Dr. Ambedkar Institute Of Technology  Bangalore,EC Electronics,2BG,21278
E022  The National Institute of Engineering  Mysore,EE Electrical,SCR,21284
E082  J S S Academy of Technical Education  Bangalore,CS Computers,2AR,21295
E007  Dayananda Sagar College of Engineering  Bangalore,ME Mechanical,3BR,21297
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,3AG,21333
E008  Bangalore Institute of Technology  Bangalore,CE Civil,3BR,21334
E062  Bapuji Institute of Engineering and Technology  Davangere,EC Electronics,3AG,21336
E007  Dayananda Sagar College of Engineering  Bangalore,IT Inst.Tech.,3BG,21350
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,CS Computers,1G,21354
E024  Malnad College of Engineering  Hassan,CE Civil,GMK,21362
E007  Dayananda Sagar College of Engineering  Bangalore,BT Bio Technology,2BG,21378
E060  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,GM,21382
E071  Vidya Vardhaka College of Engineering  Mysore,ME Mechanical,STG,21383
E060  Dr. Ambedkar Institute Of Technology  Bangalore,CS Computers,STG,21387
E212  Dayananda Sagar Academy of Technology  Bangalore,CS Computers,2AG,21390
E097  C M R Institute of Technology  Bangalore,CS Computers,GMR,21396
E097  C M R Institute of Technology  Bangalore,IE Info.Science,1G,21397
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CS Computers,2AR,21408
E166  K L E Institute of Technology  Hubli,EC Electronics,2BG,21425
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,EC Electronics,1G,21435
E212  Dayananda Sagar Academy of Technology  Bangalore,CS Computers,GMR,21437
E507  New Horizon College of Engineering  Bangalore (IInd Shift),CS Computers,2AG,21448
E014  S J C Institute of Technology  Chickballapur,AE Aeronaut.Engg,GM,21458
E062  Bapuji Institute of Engineering and Technology  Davangere,CS Computers,2BG,21461
E031  Basaveshwara Engineering College,CS Computers,3AG,21471
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EE Electrical,1G,21500
E115  S J B Institute of Technology  Bangalore,CS Computers,2AR,21518
E016  Siddaganga Institute of Technology  Tumkur,EC Electronics,STG,21519
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,ME Mechanical,GMR,21520
E108  Saptagiri College of Engineering.  Bangalore,IE Info.Science,1G,21550
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,2AR,21555
E006  M S Ramaiah Institute of Technology  Bangalore,ME Mechanical,SCK,21557
E129  St. Joseph Engineering College  Mangalore,CS Computers,2AR,21566
E037  K.L.S. Gogte Institute of Technology  Belgaum,ME Mechanical,3AG,21570
E118  RNS Institute of Technology  Bangalore,CS Computers,STG,21579
E510  Dayananda Sagar College of Engineering  Bangalore (IInd Shift),CS Computers,2BG,21590
E129  St. Joseph Engineering College  Mangalore,EC Electronics,2AG,21591
E129  St. Joseph Engineering College  Mangalore,EC Electronics,2AR,21604
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EC Electronics,3BK,21621
E507  New Horizon College of Engineering  Bangalore (IInd Shift),CS Computers,3AG,21626
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,ME Mechanical,3BR,21632
E079  Acharya Institute of Technology  Bangalore,IE Info.Science,GMR,21658
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,GMK,21694
E241  KLE Technological University(Formerly BVBCET)  Hubli,RO Auto. And,2AG,21698
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CE Civil,2AG,21709
E006  M S Ramaiah Institute of Technology  Bangalore,BT Bio Technology,GMR,21710
E016  Siddaganga Institute of Technology  Tumkur,CE Civil,SCG,21714
E009  P E S University (Formerly PESIT)  Bangalore,CE Civil,2AR,21723
E007  Dayananda Sagar College of Engineering  Bangalore,ME Mechanical,1G,21727
E241  KLE Technological University(Formerly BVBCET)  Hubli,CE Civil,2BG,21728
E007  Dayananda Sagar College of Engineering  Bangalore,BT Bio Technology,2AG,21729
E079  Acharya Institute of Technology  Bangalore,ME Mechanical,3AG,21744
E006  M S Ramaiah Institute of Technology  Bangalore,IM Ind. Engg.,1G,21757
E103  Global Academy of Technology  Bangalore,EC Electronics,GM,21767
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,CS Computers,SCR,21772
E002  S K S J T Institute of Engineering.  Bangalore,EC Electronics,3BR,21773
"E048  B M S College of Engineering  Basavanagudi,Bangalore",BT Bio Technology,GMR,21777
E091  K S Institute of Technology  Bangalore,EC Electronics,3AG,21781
E141  PES Institute of Technology (South Campus)  Bangalore,ME Mechanical,3AG,21786
E115  S J B Institute of Technology  Bangalore,CS Computers,3BR,21794
E099  New Horizon College of Engineering  Bangalore,IE Info.Science,2BG,21813
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CS Computers,STG,21815
E241  KLE Technological University(Formerly BVBCET)  Hubli,BT Bio Technology,GM,21816
E037  K.L.S. Gogte Institute of Technology  Belgaum,ME Mechanical,2AR,21818
E011  M V J College of Engineering  Bangalore,CS Computers,2BG,21821
E097  C M R Institute of Technology  Bangalore,EC Electronics,3BG,21841
E056  The National Institute of Engineering  Mysore,IE Info.Science,3BK,21855
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,CE Civil,2AG,21886
E037  K.L.S. Gogte Institute of Technology  Belgaum,IE Info.Science,2BG,21890
E006  M S Ramaiah Institute of Technology  Bangalore,ME Mechanical,2AK,21893
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EC Electronics,2AR,21914
E107  B N M Institute of Technology  Bangalore,EE Electrical,GMK,21917
E065  Jawaharlal Nehru National College of Engineering  Shimoga,IE Info.Science,GM,21919
E037  K.L.S. Gogte Institute of Technology  Belgaum,EC Electronics,2AR,21920
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,CS Computers,3BR,21941
E004  Dr. Ambedkar Institute Of Technology  Bangalore,EC Electronics,2BG,21947
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,STK,21948
E011  M V J College of Engineering  Bangalore,IE Info.Science,2AG,21971
E007  Dayananda Sagar College of Engineering  Bangalore,EE Electrical,2AR,21974
E022  The National Institute of Engineering  Mysore,CE Civil,1G,21977
E115  S J B Institute of Technology  Bangalore,ME Mechanical,GM,21978
E079  Acharya Institute of Technology  Bangalore,MT Mechatronics,GM,21979
E079  Acharya Institute of Technology  Bangalore,IE Info.Science,3BG,21983
E129  St. Joseph Engineering College  Mangalore,EC Electronics,3BR,21996
E099  New Horizon College of Engineering  Bangalore,EC Electronics,1G,22004
E023  P E S College of Engineering  Mandya,EC Electronics,2AG,22015
E105  Nitte Meenakshi Institutute of Technology  Bangalore,IE Info.Science,2AR,22025
E008  Bangalore Institute of Technology  Bangalore,CE Civil,STG,22033
E118  RNS Institute of Technology  Bangalore,ME Mechanical,GMR,22037
E082  J S S Academy of Technical Education  Bangalore,IE Info.Science,GMK,22040
E118  RNS Institute of Technology  Bangalore,ME Mechanical,2BG,22059
E155  Government Engineering College  Hassan,EC Electronics,GM,22063
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,ME Mechanical,2BG,22064
"E048  B M S College of Engineering  Basavanagudi,Bangalore",ME Mechanical,2AK,22080
E041  P D A College of Engineering  Gulbarga,CE Civil,GM,22081
"E048  B M S College of Engineering  Basavanagudi,Bangalore",CE Civil,SCG,22082
E031  Basaveshwara Engineering College,CS Computers,3BR,22088
E097  C M R Institute of Technology  Bangalore,CS Computers,3BR,22094
E006  M S Ramaiah Institute of Technology  Bangalore,IT Inst.Tech.,GMK,22102
E173  Sai Vidya Institute of Technology  Bangalore,CS Computers,GM,22110
E118  RNS Institute of Technology  Bangalore,CE Civil,3AG,22123
E016  Siddaganga Institute of Technology  Tumkur,EE Electrical,2AK,22127
E206  Shri Madhwa Vadiraja Institute of Technology and Management,CS Computers,GM,22128
E507  New Horizon College of Engineering  Bangalore (IInd Shift),CS Computers,STG,22132
E009  P E S University (Formerly PESIT)  Bangalore,BT Bio Technology,GMR,22140
E155  Government Engineering College  Hassan,EC Electronics,3BG,22149
E166  K L E Institute of Technology  Hubli,CS Computers,GMK,22152
E016  Siddaganga Institute of Technology  Tumkur,ME Mechanical,2AG,22164
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,EC Electronics,3BG,22172
E071  Vidya Vardhaka College of Engineering  Mysore,EC Electronics,2AG,22175
E129  St. Joseph Engineering College  Mangalore,EC Electronics,1R,22181
E098  Atria Institute of Technology  Bangalore,CS Computers,GM,22183
E241  KLE Technological University(Formerly BVBCET)  Hubli,CE Civil,2AR,22202
E016  Siddaganga Institute of Technology  Tumkur,BT Bio Technology,GM,22203
E053  N M A M Institutute of Technology  Nitte,CE Civil,GM,22205
E002  S K S J T Institute of Engineering.  Bangalore,CS Computers,2AG,22206
E061  University B.D.T. college of Engineering  Davangere,CS Computers,3BG,22218
E129  St. Joseph Engineering College  Mangalore,ME Mechanical,GM,22230
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,CT Const. Tech.,3AG,22252
"E126  B M S Institute of Technology and Management  Yalahanka,",CE Civil,GMR,22253
E049  Basaveshwara Engineering College  Bagalkot,EC Electronics,GM,22274
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,ME Mechanical,2AR,22282
E009  P E S University (Formerly PESIT)  Bangalore,BT Bio Technology,1G,22291
E071  Vidya Vardhaka College of Engineering  Mysore,IE Info.Science,2AG,22317
E510  Dayananda Sagar College of Engineering  Bangalore (IInd Shift),CS Computers,2AG,22319
E037  K.L.S. Gogte Institute of Technology  Belgaum,CE Civil,GMR,22324
E011  M V J College of Engineering  Bangalore,CS Computers,2AG,22325
E011  M V J College of Engineering  Bangalore,IE Info.Science,GMK,22327
E212  Dayananda Sagar Academy of Technology  Bangalore,CS Computers,3BR,22331
E007  Dayananda Sagar College of Engineering  Bangalore,CE Civil,GMR,22342
E107  B N M Institute of Technology  Bangalore,EE Electrical,2AG,22374
E001  University Visveswariah College of Engineering  Bangalore,ME Mechanical,2AR,22386
E082  J S S Academy of Technical Education  Bangalore,CS Computers,STG,22394
E118  RNS Institute of Technology  Bangalore,EC Electronics,1K,22402
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EE Electrical,GMK,22405
E232  Reva University  Bangalore,EC Electronics,3AG,22407
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CH Chemical,GM,22409
E005  R. V. College of Engineering  Bangalore,IE Info.Science,SCR,22410
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,ME Mechanical,2AR,22434
E160  Sahyadri College of Engg. and Management  Mangalore,CS Computers,GMR,22439
E007  Dayananda Sagar College of Engineering  Bangalore,IT Inst.Tech.,3AG,22456
E037  K.L.S. Gogte Institute of Technology  Belgaum,IE Info.Science,1G,22469
E014  S J C Institute of Technology  Chickballapur,CS Computers,3AG,22484
E007  Dayananda Sagar College of Engineering  Bangalore,CH Chemical,2AG,22489
E220  Alliance University  Bangalore,SE Aero Space,GMK,22490
E118  RNS Institute of Technology  Bangalore,CE Civil,GMR,22491
E107  B N M Institute of Technology  Bangalore,ME Mechanical,2AG,22502
E151  Mangalore Institute of Technology and Engineering,AE Aeronaut.Engg,GM,22509
E141  PES Institute of Technology (South Campus)  Bangalore,IE Info.Science,3BK,22514
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,CS Computers,2AG,22535
E037  K.L.S. Gogte Institute of Technology  Belgaum,CE Civil,1G,22557
E061  University B.D.T. college of Engineering  Davangere,EC Electronics,GMR,22579
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EE Electrical,2AG,22580
E118  RNS Institute of Technology  Bangalore,ME Mechanical,GMK,22584
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,ME Mechanical,GM,22585
E118  RNS Institute of Technology  Bangalore,ME Mechanical,3AG,22591
"E003  B M S College of Engineering  Basavanagudi,Bangalore",IM Ind. Engg.,2AG,22597
E002  S K S J T Institute of Engineering.  Bangalore,CS Computers,3BR,22612
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,ME Mechanical,2BG,22620
E016  Siddaganga Institute of Technology  Tumkur,EE Electrical,2AR,22625
E053  N M A M Institutute of Technology  Nitte,ME Mechanical,2AG,22633
E065  Jawaharlal Nehru National College of Engineering  Shimoga,IE Info.Science,STG,22635
E206  Shri Madhwa Vadiraja Institute of Technology and Management,CS Computers,GMK,22643
E031  Basaveshwara Engineering College,CE Civil,GM,22666
E049  Basaveshwara Engineering College  Bagalkot,EC Electronics,GMR,22667
E107  B N M Institute of Technology  Bangalore,ME Mechanical,2BG,22673
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,CS Computers,SCG,22680
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,CE Civil,SCR,22682
E071  Vidya Vardhaka College of Engineering  Mysore,CS Computers,STG,22696
E107  B N M Institute of Technology  Bangalore,ME Mechanical,GMK,22701
E047  Malnad College of Engineering  Hassan,IE Info.Science,2AG,22704
E049  Basaveshwara Engineering College  Bagalkot,CS Computers,3BG,22707
E141  PES Institute of Technology (South Campus)  Bangalore,ME Mechanical,GMK,22708
E004  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,3AG,22724
"E126  B M S Institute of Technology and Management  Yalahanka,",TC Telecommn.,2BG,22742
E022  The National Institute of Engineering  Mysore,CE Civil,2AK,22768
E031  Basaveshwara Engineering College,CS Computers,2AG,22783
E062  Bapuji Institute of Engineering and Technology  Davangere,EC Electronics,GMR,22785
E016  Siddaganga Institute of Technology  Tumkur,CE Civil,2BR,22791
E049  Basaveshwara Engineering College  Bagalkot,CS Computers,GMR,22801
E053  N M A M Institutute of Technology  Nitte,BT Bio Technology,GM,22805
E241  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,3AG,22805
E037  K.L.S. Gogte Institute of Technology  Belgaum,CS Computers,2BR,22839
E007  Dayananda Sagar College of Engineering  Bangalore,ME Mechanical,STG,22845
E105  Nitte Meenakshi Institutute of Technology  Bangalore,ME Mechanical,GMK,22852
E097  C M R Institute of Technology  Bangalore,CS Computers,2AG,22858
E053  N M A M Institutute of Technology  Nitte,ME Mechanical,2AK,22864
E007  Dayananda Sagar College of Engineering  Bangalore,AU Automobile,3AG,22870
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CS Computers,2BG,22877
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,ME Mechanical,GMK,22879
E002  S K S J T Institute of Engineering.  Bangalore,EC Electronics,2AR,22880
E011  M V J College of Engineering  Bangalore,EC Electronics,3BG,22883
"E003  B M S College of Engineering  Basavanagudi,Bangalore",CE Civil,SCR,22885
E023  P E S College of Engineering  Mandya,ME Mechanical,GM,22893
E105  Nitte Meenakshi Institutute of Technology  Bangalore,IE Info.Science,3BR,22901
E001  University Visveswariah College of Engineering  Bangalore,CE Civil,2AR,22905
E014  S J C Institute of Technology  Chickballapur,EC Electronics,GM,22913
E007  Dayananda Sagar College of Engineering  Bangalore,AU Automobile,2BG,22919
E062  Bapuji Institute of Engineering and Technology  Davangere,CS Computers,3BR,22922
E103  Global Academy of Technology  Bangalore,CS Computers,3BG,22925
E058  P E S College of Engineering  Mandya,EC Electronics,2BG,22937
E061  University B.D.T. college of Engineering  Davangere,CE Civil,GM,22948
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,SCG,22962
E016  Siddaganga Institute of Technology  Tumkur,CH Chemical,GM,22964
E060  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,3AG,22977
E099  New Horizon College of Engineering  Bangalore,IE Info.Science,2AG,22999
E058  P E S College of Engineering  Mandya,IE Info.Science,GMR,23039
E053  N M A M Institutute of Technology  Nitte,BT Bio Technology,3BG,23043
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EE Electrical,GMR,23046
E079  Acharya Institute of Technology  Bangalore,EE Electrical,GM,23057
"E126  B M S Institute of Technology and Management  Yalahanka,",CE Civil,1G,23070
E060  Dr. Ambedkar Institute Of Technology  Bangalore,IE Info.Science,1G,23106
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,BT Bio Technology,2AG,23117
E103  Global Academy of Technology  Bangalore,EC Electronics,3AG,23128
E071  Vidya Vardhaka College of Engineering  Mysore,IE Info.Science,2BG,23135
"E048  B M S College of Engineering  Basavanagudi,Bangalore",IE Info.Science,SCR,23136
E007  Dayananda Sagar College of Engineering  Bangalore,AE Aeronaut.Engg,STR,23140
E166  K L E Institute of Technology  Hubli,IE Info.Science,GMR,23172
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,EC Electronics,2AG,23180
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,EE Electrical,1G,23202
E118  RNS Institute of Technology  Bangalore,CE Civil,2BG,23205
"E126  B M S Institute of Technology and Management  Yalahanka,",ME Mechanical,2AR,23224
E206  Shri Madhwa Vadiraja Institute of Technology and Management,CS Computers,2BG,23235
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,TC Telecommn.,1G,23237
E212  Dayananda Sagar Academy of Technology  Bangalore,EE Electrical,GM,23243
E206  Shri Madhwa Vadiraja Institute of Technology and Management,CS Computers,1G,23256
E178  N I E Institute of Technology  Mysore,CS Computers,GM,23261
E061  University B.D.T. college of Engineering  Davangere,CS Computers,GMR,23267
E041  P D A College of Engineering  Gulbarga,ME Mechanical,GM,23317
E166  K L E Institute of Technology  Hubli,IE Info.Science,3BG,23318
E011  M V J College of Engineering  Bangalore,CS Computers,3AR,23331
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,EE Electrical,2BG,23333
E097  C M R Institute of Technology  Bangalore,EC Electronics,2AG,23339
E007  Dayananda Sagar College of Engineering  Bangalore,AU Automobile,3BG,23363
E002  S K S J T Institute of Engineering.  Bangalore,CE Civil,GM,23367
E014  S J C Institute of Technology  Chickballapur,AE Aeronaut.Engg,3AG,23383
E115  S J B Institute of Technology  Bangalore,EE Electrical,GMR,23385
E241  KLE Technological University(Formerly BVBCET)  Hubli,CE Civil,3AG,23391
E002  S K S J T Institute of Engineering.  Bangalore,EC Electronics,2BG,23396
E173  Sai Vidya Institute of Technology  Bangalore,CS Computers,3AG,23409
E105  Nitte Meenakshi Institutute of Technology  Bangalore,IE Info.Science,GMK,23416
E075  Ballari Institute of Technology and Management  Bellary,EC Electronics,GM,23417
E007  Dayananda Sagar College of Engineering  Bangalore,EC Electronics,2BR,23422
E058  P E S College of Engineering  Mandya,IE Info.Science,3BG,23429
E006  M S Ramaiah Institute of Technology  Bangalore,IM Ind. Engg.,3BG,23431
E118  RNS Institute of Technology  Bangalore,ME Mechanical,3BR,23440
E078  The Oxford College of Engineering  Bangalore,CS Computers,GM,23446
E107  B N M Institute of Technology  Bangalore,EC Electronics,2AR,23466
E079  Acharya Institute of Technology  Bangalore,IE Info.Science,2BG,23475
E024  Malnad College of Engineering  Hassan,ME Mechanical,GM,23489
E014  S J C Institute of Technology  Chickballapur,EC Electronics,3AG,23490
E016  Siddaganga Institute of Technology  Tumkur,TC Telecommn.,GMK,23495
E091  K S Institute of Technology  Bangalore,CS Computers,2AG,23503
E023  P E S College of Engineering  Mandya,CE Civil,GM,23512
E060  Dr. Ambedkar Institute Of Technology  Bangalore,IE Info.Science,2AR,23513
E041  P D A College of Engineering  Gulbarga,EE Electrical,GM,23521
E097  C M R Institute of Technology  Bangalore,EC Electronics,GMR,23528
E061  University B.D.T. college of Engineering  Davangere,EC Electronics,3BG,23539
E061  University B.D.T. college of Engineering  Davangere,CE Civil,3AG,23555
E006  M S Ramaiah Institute of Technology  Bangalore,TC Telecommn.,2AR,23574
E129  St. Joseph Engineering College  Mangalore,ME Mechanical,2BG,23595
E062  Bapuji Institute of Engineering and Technology  Davangere,EC Electronics,2AG,23601
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,CE Civil,GMR,23618
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EC Electronics,1G,23623
E115  S J B Institute of Technology  Bangalore,EE Electrical,2AG,23639
E118  RNS Institute of Technology  Bangalore,CE Civil,3BG,23660
E007  Dayananda Sagar College of Engineering  Bangalore,CH Chemical,3AG,23670
E102  DONBOSCO Institute of Technology  Bangalore,CS Computers,GM,23671
E118  RNS Institute of Technology  Bangalore,CE Civil,2AG,23674
E062  Bapuji Institute of Engineering and Technology  Davangere,CE Civil,GM,23675
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,CS Computers,2AR,23686
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,IE Info.Science,3AG,23690
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,EC Electronics,GMR,23701
E005  R. V. College of Engineering  Bangalore,BT Bio Technology,2BR,23711
E065  Jawaharlal Nehru National College of Engineering  Shimoga,IE Info.Science,GMK,23721
E082  J S S Academy of Technical Education  Bangalore,EC Electronics,2AR,23735
"E003  B M S College of Engineering  Basavanagudi,Bangalore",IM Ind. Engg.,1G,23739
E031  Basaveshwara Engineering College,EE Electrical,GM,23754
E103  Global Academy of Technology  Bangalore,IE Info.Science,3BG,23758
E056  The National Institute of Engineering  Mysore,EC Electronics,2BK,23761
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,ME Mechanical,GMR,23767
E014  S J C Institute of Technology  Chickballapur,AE Aeronaut.Engg,3BG,23776
E007  Dayananda Sagar College of Engineering  Bangalore,IE Info.Science,2BR,23787
E079  Acharya Institute of Technology  Bangalore,EC Electronics,2AG,23798
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EE Electrical,GMK,23817
E007  Dayananda Sagar College of Engineering  Bangalore,AU Automobile,STG,23821
E023  P E S College of Engineering  Mandya,ME Mechanical,3AG,23842
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IP Ind.Prodn.,GMR,23847
E001  University Visveswariah College of Engineering  Bangalore,EC Electronics,SCR,23851
E166  K L E Institute of Technology  Hubli,CS Computers,GMR,23852
E062  Bapuji Institute of Engineering and Technology  Davangere,EE Electrical,GM,23858
E103  Global Academy of Technology  Bangalore,CS Computers,GMK,23866
E060  Dr. Ambedkar Institute Of Technology  Bangalore,ME Mechanical,2AG,23875
E129  St. Joseph Engineering College  Mangalore,CS Computers,3AR,23880
E141  PES Institute of Technology (South Campus)  Bangalore,ME Mechanical,2AG,23890
E031  Basaveshwara Engineering College,EE Electrical,GMK,23900
E060  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,GM,23901
E062  Bapuji Institute of Engineering and Technology  Davangere,CS Computers,2AG,23908
E005  R. V. College of Engineering  Bangalore,IM Ind. Engg.,GMK,23913
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IT Inst.Tech.,1R,23924
E115  S J B Institute of Technology  Bangalore,ME Mechanical,3AG,23934
E065  Jawaharlal Nehru National College of Engineering  Shimoga,EC Electronics,2AG,23950
E061  University B.D.T. college of Engineering  Davangere,CE Civil,2BG,23953
E178  N I E Institute of Technology  Mysore,CS Computers,GMR,23954
E155  Government Engineering College  Hassan,CS Computers,GM,23967
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,ME Mechanical,GMR,23984
E004  Dr. Ambedkar Institute Of Technology  Bangalore,TC Telecommn.,GM,23986
E178  N I E Institute of Technology  Mysore,CS Computers,3AG,23987
E061  University B.D.T. college of Engineering  Davangere,EC Electronics,3AG,23998
E160  Sahyadri College of Engg. and Management  Mangalore,CS Computers,GMK,23999
E023  P E S College of Engineering  Mandya,EE Electrical,3BG,24001
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,EC Electronics,2BG,24007
E049  Basaveshwara Engineering College  Bagalkot,EC Electronics,2AG,24008
E082  J S S Academy of Technical Education  Bangalore,IE Info.Science,2AR,24009
E007  Dayananda Sagar College of Engineering  Bangalore,TC Telecommn.,GMR,24011
E212  Dayananda Sagar Academy of Technology  Bangalore,EC Electronics,GMR,24013
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CE Civil,1G,24047
E005  R. V. College of Engineering  Bangalore,IM Ind. Engg.,2AR,24050
E114  G M Institute of Technology  Davanagere,CS Computers,GM,24060
E115  S J B Institute of Technology  Bangalore,EE Electrical,3BG,24065
E062  Bapuji Institute of Engineering and Technology  Davangere,IE Info.Science,GMK,24084
E002  S K S J T Institute of Engineering.  Bangalore,CE Civil,3AG,24087
E105  Nitte Meenakshi Institutute of Technology  Bangalore,EE Electrical,2BG,24092
E004  Dr. Ambedkar Institute Of Technology  Bangalore,TC Telecommn.,3AG,24102
E036  K L E Dr. M S Sheshagiri College of Engineering and Technology,ME Mechanical,3BG,24105
E023  P E S College of Engineering  Mandya,EC Electronics,2AR,24109
E166  K L E Institute of Technology  Hubli,EC Electronics,3BG,24113
E047  Malnad College of Engineering  Hassan,CS Computers,STG,24122
E166  K L E Institute of Technology  Hubli,EC Electronics,2AG,24127
E097  C M R Institute of Technology  Bangalore,IE Info.Science,GMK,24133
E007  Dayananda Sagar College of Engineering  Bangalore,CE Civil,STG,24138
E004  Dr. Ambedkar Institute Of Technology  Bangalore,EE Electrical,2AG,24139
E061  University B.D.T. college of Engineering  Davangere,CE Civil,3BG,24160
E034  Sri Dharmasthala Manjunatheswara  College of Engineering,EE Electrical,GMR,24167
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,CE Civil,SCG,24168
E031  Basaveshwara Engineering College,CE Civil,GMK,24169
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,BT Bio Technology,3AK,24176
E037  K.L.S. Gogte Institute of Technology  Belgaum,EE Electrical,3AG,24190
E001  University Visveswariah College of Engineering  Bangalore,CE Civil,SCG,24197
