CollegeName,BranchName,Quota,CutoffRank
E033  Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,EE Electrical,3BG,117005
E182  Shaikh College of Engineering and Technology  Belgaum,CS Computers,3BG,117024
E157  Government Engineering College  Ramanagara,CS Computers,SCR,117025
E094  Coorg Institute of Technology  Ponnampet,ME Mechanical,GM,117039
"E257  CMR University  Chagalatti, Bangalore",CS Computers,2AG,117074
E079  Acharya Institute of Technology  Bangalore,MS Manufacturing,2AG,117100
"E239  East West College of Engineering  Yelahanka, Bangalore",AE Aeronaut.Engg,1R,117132
E139  Impact College of Engineering and Applied Sciences  Bangalore,EC Electronics,GM,117158
E209  Jyothi Institute of Technology  Bangalore,IE Info.Science,STG,117236
"E197  Veerappa Nisty Engineering College  Shorapur,Yadigir",CS Computers,GM,117238
E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of,EE Electrical,GM,117240
E007  Dayananda Sagar College of Engineering  Bangalore,CT Const. Tech.,SCR,117270
E194  Government Engineering College  Karawar,CS Computers,2BG,117287
E153  S E A College of Engineering and Technology  Bangalore,IE Info.Science,2AG,117304
E083  H.K.B.K.College of Engineering  Bangalore,EE Electrical,SCG,117424
E092  Vemana Institute of Technology  Bangalore,IE Info.Science,1G,117429
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",IE Info.Science,3BK,117493
"E204  Bangalore Technological  Institute  Sarjapura Rd, Bangalore",CS Computers,2BG,117567
E218  Sri Pillappa College of Engineering  Bangalore,CS Computers,2AG,117577
E209  Jyothi Institute of Technology  Bangalore,ME Mechanical,3AG,117653
"E505  Shreedevi Institute of Technology  Kenjar, Mangalore (IInd",CS Computers,GM,117676
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",CS Computers,GM,117726
E135  K L S Viswanathrao Deshpande Rural Institute of Technology,EC Electronics,1G,117729
E055  P A College of Engineering  Mangalore,EE Electrical,GM,117795
E150  P E S Institute of Technology and Management  Shivamogga,EC Electronics,SCG,117810
E064  Adhichunchanagiri Institute of Technology  Chickmagalur,EC Electronics,SCR,117841
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,CS Computers,3AG,117879
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,CS Computers,2AG,117943
E151  Mangalore Institute of Technology and Engineering,AE Aeronaut.Engg,SCR,118003
E510  Dayananda Sagar College of Engineering  Bangalore (IInd Shift),EC Electronics,SCG,118055
"E222  Adarsha Institute of Technology  Devanahalli(T),Bangalore(R)",EC Electronics,GM,118057
E144  Srinivas Institute of Technology  Mangalore,CS Computers,2AG,118084
E194  Government Engineering College  Karawar,EC Electronics,2BG,118137
E102  DONBOSCO Institute of Technology  Bangalore,IE Info.Science,SCG,118158
E032  R.T.E Socity`s Rural Engineering College  Hulkoti,EC Electronics,SCG,118206
E106  East West Institute of Technology  Bangalore,ME Mechanical,2BG,118275
E118  RNS Institute of Technology  Bangalore,IT Inst.Tech.,SCG,118324
E121  Vivekananada College of Engineering Technology  Puttur,ME Mechanical,GM,118367
E033  Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,EE Electrical,2AG,118381
E186  ACS College of Engineering,CS Computers,SCG,118382
E081  H M S Institute of Technology  Tumkur,CS Computers,2AG,118399
E102  DONBOSCO Institute of Technology  Bangalore,EE Electrical,SCG,118411
"E258  Maharaja Institute of Technology  Tandavapura, Mysore",CE Civil,1G,118413
E124  Rajiv Gandhi Institute of Technology  Bangalore,BM Bio Medical,STG,118469
E129  St. Joseph Engineering College  Mangalore,EE Electrical,1G,118473
E207  V S M Institute of Technology,CE Civil,GM,118497
E106  East West Institute of Technology  Bangalore,EE Electrical,GM,118518
"E254  A J Institute Of Engineering And Technology  Boloor Village,",EC Electronics,GM,118523
E506  Srinivas Institute of Technology  Mangalore (IInd Shift),CS Computers,GM,118536
"E258  Maharaja Institute of Technology  Tandavapura, Mysore",CE Civil,2AG,118557
E108  Saptagiri College of Engineering.  Bangalore,ME Mechanical,1R,118561
E110  Yellamma Dasappa Institute of Technology  Bangalore,IE Info.Science,GM,118594
E194  Government Engineering College  Karawar,EC Electronics,STG,118605
E013  Ghousia Engineering College  Ramanagar,ME Mechanical,2BG,118654
"E254  A J Institute Of Engineering And Technology  Boloor Village,",CE Civil,GM,118675
E106  East West Institute of Technology  Bangalore,IE Info.Science,STR,118706
E095  AMC Engineering College  Bangalore,CS Computers,1R,118745
E186  ACS College of Engineering,EE Electrical,GM,118760
E096  East Point College of Engineering and Technology  Bangalore,CE Civil,STG,118766
E018  Kalpatharu Institute of Technology  Tiptur,ME Mechanical,2AG,118793
E132  Secab Institute of Engineering and Technology  Bijapur,EE Electrical,GM,118799
E116  R.L.Jalappa Institute of Technology  Doddaballapura,CS Computers,STG,118824
E040  Hira Sugar Institute of Technology  Nidasoshi,EE Electrical,SCG,118826
E508  Jain College of Engineering  Belgaum (IInd Shift),ME Mechanical,SCR,118848
"E169  Alva`s Institute of Engineering and Technology  Moodabidri,",EC Electronics,SCG,118853
E189  NDRK Institute of Technology  Hassan,CE Civil,2AG,118919
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,ME Mechanical,SCG,118921
"E171  Brindavan College of Engineering  Yelahanka, Bangalore",IE Info.Science,3AG,118946
"E156  Government Engineering College  K R Pet, Mandya DT.",CS Computers,1K,118989
"E164  Government Engineering College  Huvina Hadagali, Bellary Dist.",EC Electronics,2BG,119034
E213  Lingarajappa Engineering College  Bidar,EE Electrical,GM,119063
E096  East Point College of Engineering and Technology  Bangalore,EC Electronics,1G,119072
E015  Dr.T.Thimmaiah Institute of Technology  K.G.F.,CS Computers,3BG,119098
E083  H.K.B.K.College of Engineering  Bangalore,CS Computers,SCG,119112
E076  Proudadevaraya Institute of Technology  Hospet,CS Computers,STG,119131
E176  Navodaya Institute of Technology  Raichur,CS Computers,1G,119185
E157  Government Engineering College  Ramanagara,CS Computers,STR,119202
E124  Rajiv Gandhi Institute of Technology  Bangalore,ME Mechanical,3BG,119206
E061  University B.D.T. college of Engineering  Davangere,EI Elec. Inst.,SCR,119286
E188  Vijaya Vittala Institute of Technology  B lore,CS Computers,2BG,119335
"E172  R.R.Institute of Technology  Chikkabanavara, Bangalore",EC Electronics,GM,119390
"E085  APS College of Engineering  Somanahalli, Bangalore",IE Info.Science,SCG,119394
E093  Basavakalyana Engineering College  Basavakalyana,CE Civil,3BG,119400
"E199  AGM Rural Engineering College  Varur,Hubli",ME Mechanical,SCG,119508
E096  East Point College of Engineering and Technology  Bangalore,IE Info.Science,2AG,119546
E232  Reva University  Bangalore,CS Computers,SCR,119558
"E187  Prasanna College of Engineering and Technology  Ujire, D.K",CE Civil,GM,119563
E185  Angadi Institute of Technology and Management  Belgaum,CS Computers,SCG,119564
E104  Nagarjuna College of Engineering and Technology  Bangalore (R),CS Computers,SCR,119568
E035  Anjuman Engineering College  Bhatkala,EE Electrical,GM,119569
E168  Amrutha Institute of Engineering and Mangement  Bidadi Indust.,CE Civil,GM,119570
E209  Jyothi Institute of Technology  Bangalore,EC Electronics,STG,119572
E111  Sri Venkateshwara College of Engineering  Bangalore,EE Electrical,3AG,119580
E154  Government Engineering College  Chamarajanagara,CS Computers,1K,119598
E006  M S Ramaiah Institute of Technology  Bangalore,MD Med.Elect.,SCK,119606
E044  Bheemanna Khandre Institute of Technology  Bhalki,CH Chemical,3BG,119657
"E199  AGM Rural Engineering College  Varur,Hubli",EE Electrical,GM,119658
E194  Government Engineering College  Karawar,EC Electronics,1G,119677
E177  Rajeev Institute of Technology  Hassan,CE Civil,STG,119685
E108  Saptagiri College of Engineering.  Bangalore,EE Electrical,GMR,119700
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",EE Electrical,GM,119701
E095  AMC Engineering College  Bangalore,EE Electrical,GM,119749
E148  Nandi Institute of Technology and Management Sciences,CS Computers,2AG,119775
E018  Kalpatharu Institute of Technology  Tiptur,IE Info.Science,2BG,119810
E198  Godutai Engineering College for Women  Gulbarga,EC Electronics,2AK,119825
E035  Anjuman Engineering College  Bhatkala,CE Civil,GM,119833
E093  Basavakalyana Engineering College  Basavakalyana,EC Electronics,GM,119835
"E172  R.R.Institute of Technology  Chikkabanavara, Bangalore",CS Computers,SCG,119874
E194  Government Engineering College  Karawar,ME Mechanical,SCG,119876
E168  Amrutha Institute of Engineering and Mangement  Bidadi Indust.,CS Computers,3BG,119887
E096  East Point College of Engineering and Technology  Bangalore,EC Electronics,STG,119890
E207  V S M Institute of Technology,CE Civil,STK,119918
E062  Bapuji Institute of Engineering and Technology  Davangere,BT Bio Technology,3AK,119925
E182  Shaikh College of Engineering and Technology  Belgaum,CE Civil,2AG,119944
E004  Dr. Ambedkar Institute Of Technology  Bangalore,IM Ind. Engg.,STK,119986
E046  H K E`s S L N College of Engineering  Raichur,ME Mechanical,STG,119996
E252  Mysore College of Engineering and Management  Mysore,ME Mechanical,2AG,120003
E079  Acharya Institute of Technology  Bangalore,CT Const. Tech.,1G,120013
E121  Vivekananada College of Engineering Technology  Puttur,CS Computers,GM,120015
E182  Shaikh College of Engineering and Technology  Belgaum,CE Civil,2BG,120027
E151  Mangalore Institute of Technology and Engineering,EC Electronics,STG,120031
E043  Gurunanak Dev Engineering College  Bidar,AU Automobile,GM,120034
E157  Government Engineering College  Ramanagara,EC Electronics,2AK,120059
E150  P E S Institute of Technology and Management  Shivamogga,ME Mechanical,2AR,120071
E120  Jnanavikasa Institute of Technology  Banagalore Rural Dist.,IE Info.Science,GM,120076
E232  Reva University  Bangalore,CE Civil,2AR,120112
E162  Government Engineering College  Raichur,EC Electronics,2AK,120124
E106  East West Institute of Technology  Bangalore,EC Electronics,2AG,120255
E206  Shri Madhwa Vadiraja Institute of Technology and Management,EC Electronics,GM,120267
E132  Secab Institute of Engineering and Technology  Bijapur,CS Computers,2AG,120283
E194  Government Engineering College  Karawar,CS Computers,SCG,120284
E100  K N S Institute of Technology  Bangalore,CE Civil,2BG,120298
E103  Global Academy of Technology  Bangalore,ME Mechanical,SCR,120310
E219  Mangalore Marine College and Technology  Mangalore,CE Civil,GM,120364
E136  Moodalakatte Institute of Technology  Kundapura,EE Electrical,GM,120367
"E258  Maharaja Institute of Technology  Tandavapura, Mysore",CS Computers,GMR,120386
E159  Karavali Institute of Technology  Mangalore,CE Civil,GM,120409
E209  Jyothi Institute of Technology  Bangalore,ME Mechanical,2AG,120415
E186  ACS College of Engineering,BM Bio Medical,3BR,120419
E162  Government Engineering College  Raichur,CS Computers,2AR,120473
"E187  Prasanna College of Engineering and Technology  Ujire, D.K",CS Computers,GM,120561
"E204  Bangalore Technological  Institute  Sarjapura Rd, Bangalore",EC Electronics,GM,120582
E212  Dayananda Sagar Academy of Technology  Bangalore,EE Electrical,SCR,120609
E219  Mangalore Marine College and Technology  Mangalore,EC Electronics,GM,120616
E182  Shaikh College of Engineering and Technology  Belgaum,CE Civil,1G,120621
E078  The Oxford College of Engineering  Bangalore,CE Civil,2BK,120622
E095  AMC Engineering College  Bangalore,EE Electrical,3BG,120635
E206  Shri Madhwa Vadiraja Institute of Technology and Management,ME Mechanical,GM,120647
"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",CS Computers,SCG,120709
E045  Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellary,CS Computers,SCG,120718
E151  Mangalore Institute of Technology and Engineering,ME Mechanical,SCG,120719
E241  KLE Technological University(Formerly BVBCET)  Hubli,RO Auto. And,STG,120730
E163  Government Engineering College  Haveri,EC Electronics,2BR,120738
E176  Navodaya Institute of Technology  Raichur,CS Computers,2AG,120838
E097  C M R Institute of Technology  Bangalore,TC Telecommn.,SCG,120983
E011  M V J College of Engineering  Bangalore,CH Chemical,SCR,120996
E252  Mysore College of Engineering and Management  Mysore,CE Civil,1R,121004
"E088  Bangalore College of Engineering and Technology  Chandapura,",CE Civil,1G,121012
E032  R.T.E Socity`s Rural Engineering College  Hulkoti,TX Textiles,3BG,121038
E089  B T L Institute of Technology and Management  Bangalore,EE Electrical,GM,121064
"E238  Mysuru Royal Institute of Technology  Lakshmipura, Mysuru",CS Computers,2AG,121092
E147  T.John Engineering College  Bangalore,IE Info.Science,3AG,121122
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,EE Electrical,GMR,121126
E506  Srinivas Institute of Technology  Mangalore (IInd Shift),ME Mechanical,GM,121149
"E172  R.R.Institute of Technology  Chikkabanavara, Bangalore",CS Computers,2AG,121153
E102  DONBOSCO Institute of Technology  Bangalore,TC Telecommn.,STG,121194
E161  Government Engineering College  Kushalnagar,EC Electronics,SCR,121246
E063  S J M Institute of Technology  Chitradurga,ME Mechanical,SCR,121248
E173  Sai Vidya Institute of Technology  Bangalore,ME Mechanical,SCG,121258
E070  Bahubali College of Engineering  Shravanabelogala,CS Computers,2AG,121264
E033  Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,EE Electrical,STR,121270
E044  Bheemanna Khandre Institute of Technology  Bhalki,ME Mechanical,3BR,121280
E165  Yenepoya Institute Of Technology(Formerly Dr. MVSIT),ME Mechanical,GM,121312
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",CS Computers,SCR,121314
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",CS Computers,1R,121322
E189  NDRK Institute of Technology  Hassan,CE Civil,2BG,121349
E111  Sri Venkateshwara College of Engineering  Bangalore,CS Computers,SCR,121361
E092  Vemana Institute of Technology  Bangalore,CE Civil,STG,121364
E223  Sri Vidya Vinayaka Institute of Technology,CE Civil,GM,121368
E252  Mysore College of Engineering and Management  Mysore,IE Info.Science,GM,121395
E013  Ghousia Engineering College  Ramanagar,ME Mechanical,3AG,121408
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,ME Mechanical,STG,121414
E096  East Point College of Engineering and Technology  Bangalore,EC Electronics,3BG,121417
E014  S J C Institute of Technology  Chickballapur,IE Info.Science,1R,121421
E018  Kalpatharu Institute of Technology  Tiptur,ME Mechanical,2BG,121434
"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",EC Electronics,SCG,121471
"E191  Akshaya Institute of Technology  Linga Pura, Tumkur Dist.",EC Electronics,GM,121488
"E199  AGM Rural Engineering College  Varur,Hubli",EE Electrical,2BG,121503
"E172  R.R.Institute of Technology  Chikkabanavara, Bangalore",CS Computers,GMK,121545
E112  Sri Krishna Institute of Technology  Bangalore,IE Info.Science,SCG,121557
E168  Amrutha Institute of Engineering and Mangement  Bidadi Indust.,ME Mechanical,GM,121597
E173  Sai Vidya Institute of Technology  Bangalore,EC Electronics,SCG,121629
E100  K N S Institute of Technology  Bangalore,CE Civil,3AG,121642
"E171  Brindavan College of Engineering  Yelahanka, Bangalore",ME Mechanical,GM,121645
E117  Alpha College Engineering  Bangalore,CS Computers,3BG,121651
E028  Tontadarya College of Engineering  Gadag,ME Mechanical,SCG,121657
E018  Kalpatharu Institute of Technology  Tiptur,ME Mechanical,1G,121682
E103  Global Academy of Technology  Bangalore,EC Electronics,SCK,121690
E120  Jnanavikasa Institute of Technology  Banagalore Rural Dist.,ME Mechanical,GM,121722
E196  Jain College of Engineering  Belgaum,EE Electrical,SCK,121730
E209  Jyothi Institute of Technology  Bangalore,CS Computers,3BR,121734
E111  Sri Venkateshwara College of Engineering  Bangalore,ME Mechanical,2AG,121747
E147  T.John Engineering College  Bangalore,IE Info.Science,3BG,121781
E029  Maratha Mandal Engineering College  Belgaum,EC Electronics,SCG,121794
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",IE Info.Science,SCR,121851
E102  DONBOSCO Institute of Technology  Bangalore,EE Electrical,2BG,121865
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EE Electrical,2BG,121870
E083  H.K.B.K.College of Engineering  Bangalore,EC Electronics,2AG,121889
"E171  Brindavan College of Engineering  Yelahanka, Bangalore",IE Info.Science,2BG,121929
E117  Alpha College Engineering  Bangalore,ME Mechanical,GM,121960
E096  East Point College of Engineering and Technology  Bangalore,CE Civil,1G,121972
E070  Bahubali College of Engineering  Shravanabelogala,IE Info.Science,GM,122004
"E511  Alva`s Institute of Engineering and Technology  Moodabidri,",ME Mechanical,GM,122081
E180  Bearys Institute of Technology,CS Computers,3AG,122103
"E146  Shreedevi Institute of Technology  Kenjar, Mangalore",EC Electronics,GM,122113
E106  East West Institute of Technology  Bangalore,EE Electrical,3AG,122116
E100  K N S Institute of Technology  Bangalore,CS Computers,2BR,122119
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",EC Electronics,GM,122162
"E258  Maharaja Institute of Technology  Tandavapura, Mysore",EC Electronics,GM,122169
E174  Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of,IE Info.Science,GM,122187
E124  Rajiv Gandhi Institute of Technology  Bangalore,ME Mechanical,SCG,122197
E111  Sri Venkateshwara College of Engineering  Bangalore,EC Electronics,1R,122218
E040  Hira Sugar Institute of Technology  Nidasoshi,ME Mechanical,3AG,122220
"E152  S D M Institute of Tech.  Ujire,Dakshina Kannada",ME Mechanical,STG,122234
E112  Sri Krishna Institute of Technology  Bangalore,EE Electrical,GM,122270
E201  Gopalan College of Engineering and Management  Bangalore,EC Electronics,SCG,122291
E182  Shaikh College of Engineering and Technology  Belgaum,CE Civil,3BG,122303
E184  C Byre Gowda Institute of Technology  Kolar,EC Electronics,GM,122307
E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,EE Electrical,2AG,122313
E233  Jain Acharya Gundharnandi Maharaj Institute of Technology,EC Electronics,GM,122366
E062  Bapuji Institute of Engineering and Technology  Davangere,IE Info.Science,SCR,122400
E186  ACS College of Engineering,CS Computers,2AK,122404
E119  K C T Engineering College  Gulbarga,EC Electronics,GM,122456
E219  Mangalore Marine College and Technology  Mangalore,ME Mechanical,GM,122484
E158  Maharaja Institute of Technology  Mysore,IE Info.Science,1G,122487
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",CS Computers,GMR,122568
E168  Amrutha Institute of Engineering and Mangement  Bidadi Indust.,CS Computers,2BG,122572
"E172  R.R.Institute of Technology  Chikkabanavara, Bangalore",CE Civil,GM,122585
E100  K N S Institute of Technology  Bangalore,EC Electronics,GM,122592
E076  Proudadevaraya Institute of Technology  Hospet,EE Electrical,GM,122597
E015  Dr.T.Thimmaiah Institute of Technology  K.G.F.,CS Computers,3AG,122617
E070  Bahubali College of Engineering  Shravanabelogala,CS Computers,SCG,122677
"E217  Girijabai Sail Institute of Technology  Utkagali, Karwar",CE Civil,GM,122717
E177  Rajeev Institute of Technology  Hassan,CE Civil,2AR,122729
E042  Khaja Banda Nawaz College of Engineering  Gulbarga,PE Petrochem Engg.,GM,122743
E133  G S S S Institute of Engineering and Technology for Women,IT Inst.Tech.,SCG,122781
E023  P E S College of Engineering  Mandya,IP Ind.Prodn.,SCR,122811
E223  Sri Vidya Vinayaka Institute of Technology,CS Computers,GM,122818
E121  Vivekananada College of Engineering Technology  Puttur,CE Civil,GM,122860
E095  AMC Engineering College  Bangalore,EC Electronics,STG,122864
E188  Vijaya Vittala Institute of Technology  B lore,CS Computers,3BG,122923
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",BI Information,GM,122929
E102  DONBOSCO Institute of Technology  Bangalore,TC Telecommn.,SCG,123019
E160  Sahyadri College of Engg. and Management  Mangalore,ME Mechanical,1R,123021
"E199  AGM Rural Engineering College  Varur,Hubli",EE Electrical,3BG,123029
E189  NDRK Institute of Technology  Hassan,ME Mechanical,GM,123067
E216  Shetty Institute of Technology  Gulbarga,CE Civil,2AG,123076
E153  S E A College of Engineering and Technology  Bangalore,ME Mechanical,GM,123077
E507  New Horizon College of Engineering  Bangalore (IInd Shift),EE Electrical,2AG,123090
E093  Basavakalyana Engineering College  Basavakalyana,CS Computers,GM,123097
E218  Sri Pillappa College of Engineering  Bangalore,CS Computers,3BG,123111
E098  Atria Institute of Technology  Bangalore,ME Mechanical,1G,123199
E206  Shri Madhwa Vadiraja Institute of Technology and Management,CE Civil,GM,123228
"E197  Veerappa Nisty Engineering College  Shorapur,Yadigir",ME Mechanical,GM,123276
E177  Rajeev Institute of Technology  Hassan,EE Electrical,3AG,123345
E106  East West Institute of Technology  Bangalore,ME Mechanical,SCG,123435
E107  B N M Institute of Technology  Bangalore,EC Electronics,SCK,123441
E089  B T L Institute of Technology and Management  Bangalore,CE Civil,2AG,123452
E182  Shaikh College of Engineering and Technology  Belgaum,CE Civil,2BR,123480
E144  Srinivas Institute of Technology  Mangalore,EE Electrical,GM,123483
E144  Srinivas Institute of Technology  Mangalore,IE Info.Science,GM,123514
E180  Bearys Institute of Technology,ME Mechanical,GM,123525
E148  Nandi Institute of Technology and Management Sciences,ME Mechanical,GM,123532
E100  K N S Institute of Technology  Bangalore,CE Civil,2AG,123545
"E204  Bangalore Technological  Institute  Sarjapura Rd, Bangalore",CS Computers,1G,123554
"E203  K.S. School of Engineering And Management  Mallasandra,",EE Electrical,GM,123556
E124  Rajiv Gandhi Institute of Technology  Bangalore,ME Mechanical,3AG,123558
E095  AMC Engineering College  Bangalore,IE Info.Science,1G,123592
"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",CS Computers,1G,123597
E147  T.John Engineering College  Bangalore,EC Electronics,GM,123605
"E191  Akshaya Institute of Technology  Linga Pura, Tumkur Dist.",CE Civil,SCG,123611
E120  Jnanavikasa Institute of Technology  Banagalore Rural Dist.,CS Computers,2BG,123622
E096  East Point College of Engineering and Technology  Bangalore,CE Civil,SCG,123635
E089  B T L Institute of Technology and Management  Bangalore,ME Mechanical,GM,123649
E092  Vemana Institute of Technology  Bangalore,CE Civil,2AG,123656
"E203  K.S. School of Engineering And Management  Mallasandra,",CS Computers,SCG,123690
"E256  Rai Technology University  Mallohalli(V),Doddaballapur(T)",CE Civil,GM,123693
E161  Government Engineering College  Kushalnagar,CS Computers,STR,123707
E220  Alliance University  Bangalore,EE Electrical,2AG,123729
"E179  P N S Institute of Technology  Nelamangala, Bangalore",EC Electronics,GM,123731
"E210  G Madegowda Institute of Technology  Maddur, Mandya",CE Civil,1G,123732
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",CS Computers,2BG,123734
E144  Srinivas Institute of Technology  Mangalore,CS Computers,1G,123791
E032  R.T.E Socity`s Rural Engineering College  Hulkoti,TX Textiles,GMR,123829
"E239  East West College of Engineering  Yelahanka, Bangalore",CS Computers,2AK,123844
E186  ACS College of Engineering,BM Bio Medical,1G,123891
"E204  Bangalore Technological  Institute  Sarjapura Rd, Bangalore",ME Mechanical,GM,123908
E127  M S Engineering College  Bangalore,CE Civil,GM,123910
"E164  Government Engineering College  Huvina Hadagali, Bellary Dist.",CS Computers,SCG,123912
E202  Sampoorna Institute of Technology and Research  Channapatana,CS Computers,GM,123950
E147  T.John Engineering College  Bangalore,CE Civil,GM,123993
"E152  S D M Institute of Tech.  Ujire,Dakshina Kannada",CS Computers,2BR,124011
E095  AMC Engineering College  Bangalore,EE Electrical,3AG,124034
"E152  S D M Institute of Tech.  Ujire,Dakshina Kannada",EE Electrical,GM,124042
E167  K L E S`s K L E College of Engineering and Technology,CS Computers,1R,124050
E186  ACS College of Engineering,EC Electronics,SCG,124057
E013  Ghousia Engineering College  Ramanagar,ME Mechanical,3BG,124073
E044  Bheemanna Khandre Institute of Technology  Bhalki,CH Chemical,2AG,124084
E139  Impact College of Engineering and Applied Sciences  Bangalore,CS Computers,2AG,124122
"E208  Achutha Institute of Technology  Gopalpura, Bagaluru, Bangalore",CS Computers,GM,124130
E089  B T L Institute of Technology and Management  Bangalore,CS Computers,SCG,124134
"E237  Presidency University  Yelahanka, Bangalore",PL Petroleum,GM,124134
"E210  G Madegowda Institute of Technology  Maddur, Mandya",EE Electrical,GM,124153
E167  K L E S`s K L E College of Engineering and Technology,CS Computers,SCR,124164
E136  Moodalakatte Institute of Technology  Kundapura,CS Computers,GM,124182
E113  Sambhram Institute of Technology  Bangalore,EC Electronics,GM,124224
E035  Anjuman Engineering College  Bhatkala,EC Electronics,GM,124226
"E210  G Madegowda Institute of Technology  Maddur, Mandya",CS Computers,3BG,124228
"E254  A J Institute Of Engineering And Technology  Boloor Village,",ME Mechanical,GM,124230
E078  The Oxford College of Engineering  Bangalore,CT Const. Tech.,GM,124244
E173  Sai Vidya Institute of Technology  Bangalore,ME Mechanical,2BG,124248
E018  Kalpatharu Institute of Technology  Tiptur,EC Electronics,SCG,124261
"E239  East West College of Engineering  Yelahanka, Bangalore",EC Electronics,GM,124267
"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",ME Mechanical,SCG,124285
E060  Dr. Ambedkar Institute Of Technology  Bangalore,MD Med.Elect.,SCR,124318
E218  Sri Pillappa College of Engineering  Bangalore,CE Civil,GM,124339
E112  Sri Krishna Institute of Technology  Bangalore,EC Electronics,GM,124344
"E171  Brindavan College of Engineering  Yelahanka, Bangalore",EC Electronics,GM,124350
"E179  P N S Institute of Technology  Nelamangala, Bangalore",ME Mechanical,GM,124355
"E238  Mysuru Royal Institute of Technology  Lakshmipura, Mysuru",ME Mechanical,GM,124370
E092  Vemana Institute of Technology  Bangalore,TC Telecommn.,GM,124391
"E255  Gitam School Of Technology  Nagadenahalli,Doddaballapur(T)",ME Mechanical,GM,124392
"E257  CMR University  Chagalatti, Bangalore",EC Electronics,GM,124399
E015  Dr.T.Thimmaiah Institute of Technology  K.G.F.,CS Computers,1G,124423
E047  Malnad College of Engineering  Hassan,IT Inst.Tech.,SCG,124435
E015  Dr.T.Thimmaiah Institute of Technology  K.G.F.,EE Electrical,GM,124439
E160  Sahyadri College of Engg. and Management  Mangalore,CE Civil,3AG,124445
E165  Yenepoya Institute Of Technology(Formerly Dr. MVSIT),IE Info.Science,GM,124477
E177  Rajeev Institute of Technology  Hassan,CS Computers,SCG,124486
E018  Kalpatharu Institute of Technology  Tiptur,CS Computers,SCG,124494
E127  M S Engineering College  Bangalore,EC Electronics,GM,124507
E116  R.L.Jalappa Institute of Technology  Doddaballapura,ME Mechanical,GM,124509
E008  Bangalore Institute of Technology  Bangalore,IM Ind. Engg.,SCR,124521
E100  K N S Institute of Technology  Bangalore,ME Mechanical,GM,124528
E100  K N S Institute of Technology  Bangalore,CE Civil,1G,124529
"E169  Alva`s Institute of Engineering and Technology  Moodabidri,",EC Electronics,3BR,124599
E089  B T L Institute of Technology and Management  Bangalore,CS Computers,3BG,124652
"E222  Adarsha Institute of Technology  Devanahalli(T),Bangalore(R)",ME Mechanical,GM,124702
"E239  East West College of Engineering  Yelahanka, Bangalore",ME Mechanical,GM,124726
E090  Sri Revana Siddeswara Institute of Technology  Bangalore,CS Computers,2AG,124729
"E237  Presidency University  Yelahanka, Bangalore",CS Computers,STG,124730
E109  City Engineering College  Bangalore,CS Computers,SCG,124737
E177  Rajeev Institute of Technology  Hassan,IE Info.Science,GM,124748
E198  Godutai Engineering College for Women  Gulbarga,EE Electrical,STG,124786
E213  Lingarajappa Engineering College  Bidar,EC Electronics,GM,124787
E100  K N S Institute of Technology  Bangalore,CE Civil,3BG,124873
"E171  Brindavan College of Engineering  Yelahanka, Bangalore",CE Civil,GM,124887
E151  Mangalore Institute of Technology and Engineering,CE Civil,2AG,124899
E154  Government Engineering College  Chamarajanagara,EC Electronics,2BR,124909
E096  East Point College of Engineering and Technology  Bangalore,IE Info.Science,SCG,124943
E083  H.K.B.K.College of Engineering  Bangalore,CE Civil,SCG,124956
E089  B T L Institute of Technology and Management  Bangalore,EC Electronics,GM,124961
E177  Rajeev Institute of Technology  Hassan,CS Computers,STG,124981
E182  Shaikh College of Engineering and Technology  Belgaum,EC Electronics,GM,124992
E194  Government Engineering College  Karawar,CS Computers,2AG,125013
